CustomerID,RetentionPotential
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C37869,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C33841,1
C29464,1
C28158,1
C22785,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C18155,1
C40417,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C40335,1
C19744,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C38412,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C13254,1
C15048,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C34704,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C22780,1
C25681,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C32522,1
C20605,1
C19510,1
C18282,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
C39437,1
